date,followers,location,Tweets,word_count,char_count,avg_word,hastags,numerics
2018-09-21 22:31:27,15,Lima,@FrancoCabreraFC Si hubiese madurado no hubiese hecho ni una mueca. Sin embargo me parece que esta manteniendo un n… https://t.co/d3JU5iTpmf,20,140,6.05,0,0
2018-09-21 22:31:31,84,San Borja,Al fin! Escuche sus últimos programas y la verdad que no le encontraba ningún aporte a su pesimismo exagerado. Hay… https://t.co/vK8AAVlhSm,21,139,5.666666666666667,0,0
2018-09-21 22:31:38,29676,Miraflores,Pronto disfrutarás de esta historia ganadora del National Book Award en 2017. #elesplendordelasraices 👉👉👉… https://t.co/TdrsqhMwaH,15,130,7.733333333333333,1,0
2018-09-21 22:31:42,1944,San isidro,@Itelvis Vengase 😂.,3,19,5.666666666666667,0,0
2018-09-21 22:31:45,1339,La Molina,"Mientras leía  el tuit, juro que escuché de fondo la canción #TurnDownForWhat 
Grande @recisneros Sutil y acertada… https://t.co/oeqq22gbLz",19,139,6.666666666666667,1,0
2018-09-21 22:32:00,242,Lima,@damador90 @FredyPeraltaV Más naa,4,33,7.5,0,0
2018-09-21 22:32:13,7351,Barranco,Una red ale para ponerle sabor a este viernes soleado antes del cierre de edición. Lo que me gusta de #Wicks en Bar… https://t.co/zrCTFDDagr,24,140,4.875,1,0
2018-09-21 22:32:22,37,Magdalena Vieja,@Politica_ECpe @LuzSalgado_R Se olvida de su salita del SIN ? Con su tutor Montesinos?,14,86,5.214285714285714,0,0
2018-09-21 22:32:22,211,Lince,@vacadescarriada 🙏🙏 ayy,3,23,7.0,0,0
2018-09-21 22:32:25,1013,Santiago de Surco,No se q es peor que esa mierda de equipo de #UniónComercio nos gane la vez pasada o que las kkas jugando a nada le… https://t.co/R02cjnB59j,26,139,4.384615384615385,1,0
2018-09-21 22:32:41,211,Lince,@DanielUrresti1 Junior!!!!,2,26,12.5,0,0
2018-09-21 22:32:49,35,San Miguel,Zoom of the sun ☀🌲 en Colegio Santa Ana Lima Oficial. https://t.co/TSwOwZydJs,12,77,5.5,0,0
2018-09-21 22:33:12,1,Peru,@wenroad Realmente pareses un principe 💓💛💚💙❤️💗,6,46,6.833333333333333,0,0
2018-09-21 22:33:20,0,Peru,@alice200023 Me pones al palo; uoohh!  mandale un beso por aqui;  rapido que no se enteren.  Micky,20,98,4.647058823529412,0,0
2018-09-21 22:33:21,803,San Miguel,@joc_alonso @chinomen,2,21,10.0,0,0
2018-09-21 22:33:22,469,Miraflores,"@pormatute Sin ver el internet, me parece que también fue contra Ayacucho en el 2015, 4-2 con golazo de Cueva.",20,110,4.55,0,0
2018-09-21 22:33:29,1339,La Molina,"@eldebarranca Besa hombres, nada te fijas no?",7,45,5.571428571428571,0,0
2018-09-21 22:33:37,171,Lima,"Buenas, buenas 😘 #me #model #love #happy #happiness #youtuber #international #mexico #argentina #vzla #ccs #latino… https://t.co/ebZmnx4Y9V",16,139,7.75,12,0
2018-09-21 22:33:56,3248,San isidro,Cono va Leao hasta los 50 grande,7,32,3.7142857142857144,0,1
2018-09-21 22:34:03,338,La Molina,"@SergioSolisRodr Puta a esperar, entonces, el nuevo en Vice Citym con Lance Vance csm. 
Pd: era ""jugué"", no ""juegué"".",19,117,5.157894736842105,0,0
2018-09-21 22:34:04,1013,Santiago de Surco,@ProSilverGO @PeterDPeru @PoGoPeru @Midesdemar @AmigosPokemonGO @LEGENDSLima @DracoGollo @go_comunidad @garumox… https://t.co/p4ZYJQYCUl,10,136,12.7,0,0
2018-09-21 22:34:29,5984,Jesús Maria,Espacio 360° / Proyecciones Fulldome ofrece nuevas tendencias audiovisuales a través de nuevos universos perceptivo… https://t.co/hU7bRojMGn,16,140,7.8125,0,0
2018-09-21 22:34:32,0,Peru,@alice200023 Que tiernas bebe.,4,30,6.75,0,0
2018-09-21 22:34:35,32132,San isidro,https://t.co/bRyylX4cd8,1,23,23.0,0,0
2018-09-21 22:34:48,749,Miraflores,@ExpresoPeru Q tal CONciencia...,4,32,7.25,0,0
2018-09-21 22:35:03,3248,San isidro,@jmwebbv Estábamos ajustando y la verdad que el 3cer gol los sepulto,12,68,4.75,0,0
2018-09-21 22:35:15,130,Barranco,"@meiermq Lastima x exitosa , caerá en sintonía de radioescuchas .",11,65,5.0,0,0
2018-09-21 22:35:19,873,Lima,@Leaobutron una y mil veces la figura!!! ARRIBA ALIANZA!,9,56,5.333333333333333,0,0
2018-09-21 22:35:21,2061,Santiago de Surco,No perderé la oportunidad ahora que la tengo.,8,45,4.75,0,0
2018-09-21 22:35:34,0,Peru,@alice200023 Si dulzura.  Micky,5,31,6.75,0,0
2018-09-21 22:35:49,749,Miraflores,@atvmasnoticias Porque son imbéciles,4,36,8.25,0,0
2018-09-21 22:36:01,894,San Miguel,"Yo era tu mala influencia, tu fuiste mi princesa",9,48,4.444444444444445,0,0
2018-09-21 22:36:14,133,San Borja,Y yo vuelvo a comentar que @KeikoFujimori vive en un mundo paralelo y que su avaricia y obsesión por el poder ya es… https://t.co/VVWxEVuOgu,24,140,4.875,0,0
2018-09-21 22:36:29,79,Santiago de Surco,jijijiji 👌,2,10,4.5,0,0
2018-09-21 22:36:31,64,San Martin de Porres,123 e já,3,8,2.0,0,1
2018-09-21 22:36:50,1339,La Molina,"@LaPutaNorte Si lo haces, yo pongo la de manco en mi perfil
Advertido estás",13,75,4.428571428571429,0,0
2018-09-21 22:36:51,686,Miraflores,Felicidades a la nueva #MissUniversePuertoRico  Ahora no la vengan a embarrar con un traje típico tecatex. Aquí un… https://t.co/zZFB4mtkzn,20,139,6.315789473684211,1,0
2018-09-21 22:36:54,15,Lima,@FlixEnrique13 @FrancoCabreraFC Tienes razón. Me parece o Bengoechea le ha vuelto a coger la manija ????,16,104,5.5625,0,0
2018-09-21 22:36:55,0,Peru,@alice200023 Que generosa eres mi amor; muchas gracias por tu generosidad.,11,74,5.818181818181818,0,0
2018-09-21 22:37:08,382,Peru,"@jacastrobravo @alvarezrodrich jajajaja entre corruptos se sacan sus trapitos, uno con inmunidad delincuencial!!! ya va caer este congreso!",18,139,6.777777777777778,0,0
2018-09-21 22:37:18,35521,Lima,"#21DeSetiembre 
Hoy es el #DíaMundialDelAlzheimer, una fecha para tomar conciencia sobre la adecuada atención que d… https://t.co/oZ4cfoaGXD",17,140,7.235294117647059,2,0
2018-09-21 22:37:52,139,Lima,"Hay enfermeras más, MUCHO MÁS ACTUALIZADAS que los médicos! 😡",10,61,5.2,0,0
2018-09-21 22:38:06,551,San Borja,Iniciando Fin de semana......,4,29,6.5,0,0
2018-09-21 22:38:06,0,Peru,@alice200023 Besos alli; lameria y lameria sin parar.,8,53,5.75,0,0
2018-09-21 22:38:17,139,Lima,🤭🤭🤭🤭🤭🤭,1,6,6.0,0,0
2018-09-21 22:38:17,64,San Martin de Porres,OLHA PELO LADO BOM A 7 tá legendada e funcionando,10,49,4.0,0,1
2018-09-21 22:38:24,6218,Miraflores,@eldesmadredebob @exoticosysexys @speechless_77 Cuando tengas alguna foto tuya,8,78,8.875,0,0
2018-09-21 22:38:47,435038,Barranco,besote rebee te quieroooo.,4,26,5.75,0,0
2018-09-21 22:39:06,749,Miraflores,@tromepe Y q puede perder Magaly? A estas alturas de su vida mientras tanto q Tilda siga rabiando,18,97,4.444444444444445,0,0
2018-09-21 22:39:08,211,Lima,@Rosario_Sasieta @MilagrosLeivaG @Capital967 Jajajajaja 😂😂😂buenisimoooo #SeñoraLeyChallenge,6,91,14.333333333333334,1,0
2018-09-21 22:39:14,1339,La Molina,"Dicen que si repites 3 veces #TenemosQueBajar, tu deseo se hace realidad
Yo no soy pitoniso pero, bueno… https://t.co/chxhgaJScL",18,128,5.7894736842105265,1,1
2018-09-21 22:39:15,382,Peru,"@UrsulaLetonaP jajaja   tu eres la que dijo que te daba Alzheimer por leer no? ,  o creo que fue alguien de tu banc… https://t.co/OPdHpXgk9i",27,140,4.75,0,0
2018-09-21 22:39:23,45,Lima,Amauta. en Casa Museo Jose Carlos Mariategui https://t.co/l9jh5dPcoi,8,68,7.625,0,0
2018-09-21 22:39:30,86,San isidro,No desesperes que tarde o temprano lo que es para ti te va a llegar... #repost @elcoelo with #get_repost #bears… https://t.co/nED955eL04,21,136,5.523809523809524,3,0
2018-09-21 22:39:47,597,Ate,Mi Alianza recupere alguito en mis apuestas. Gracias.,8,53,5.75,0,0
2018-09-21 22:39:52,10,San Martin de Porres,"@CarmenRozas3 @exitosape Q excelente noticia,ya era insoportable",7,64,8.285714285714286,0,0
2018-09-21 22:39:57,113,San isidro,Mr. Manos Duras la tenía clara respecto al Mensaje,9,50,4.666666666666667,0,0
2018-09-21 22:40:34,253,San isidro,@Giuu12 @rplasenciaa Que lejos oe,5,33,5.8,0,0
2018-09-21 22:40:56,826,Jesús Maria,Quiero rajar de la estupidez que acaba de pasar pero esto trasciende compañias y envuelve cierta incompetencia y po… https://t.co/evwXr8qLIC,20,140,6.05,0,0
2018-09-21 22:40:57,130,Barranco,"@KarlaCalle Responderle a la loca es para visitar al siquiatra, no tiene sentido .",14,82,4.928571428571429,0,0
2018-09-21 22:40:58,497,La Molina,"@EdBatiPoeta Una sana, lúdica y simple forma de divertirse y generar salud física y mental, amén de fomentar la uni… https://t.co/o5YkhkDoBp",21,140,5.714285714285714,0,0
2018-09-21 22:41:04,253,San isidro,@rplasenciaa @Giuu12 @UKinPeru @cheveningfco Vas el sab?,7,56,7.142857142857143,0,0
2018-09-21 22:41:09,139,Lima,"@ChicasDelCable 💕
Me han atrapado! 👏🏼",5,37,5.333333333333333,0,0
2018-09-21 22:41:11,805,Miraflores,"Tardecita. (@ Manolo in Miraflores, Lima) https://t.co/P5Zh4ROM5v",7,65,8.428571428571429,0,0
2018-09-21 22:41:18,826,Lince,Hace un segunfo estaba en jesus maria ptm me kguisimaron el tuit,12,64,4.416666666666667,0,0
2018-09-21 22:41:28,749,Miraflores,@NicolasLucar @Phill_Butters @exitosape Díganme cuando ha durado tanto  Butters? El no se deja llevar x nadie no me… https://t.co/ffzlqC9iBI,20,140,6.368421052631579,0,0
2018-09-21 22:41:30,21,San Borja,@juanalvarezm @canalN_ Es un chiste? 😀😀😀,6,40,5.833333333333333,0,0
2018-09-21 22:41:47,224,Miraflores,Recuerdo que en USA vi que una familia del resort tenia papel higiénico con la cara de Donald Trump. Simplememte he… https://t.co/Bj0Iuvkrhj,22,140,5.409090909090909,0,0
2018-09-21 22:41:58,1944,San isidro,@Itelvis Nos vemos en el Trocadero jajajaja.,7,44,5.428571428571429,0,0
2018-09-21 22:42:05,95,Magdalena del Mar,@analuisarigo @vichernandezm https://t.co/oAqq7WB6eU,3,52,16.666666666666668,0,0
2018-09-21 22:42:10,1201,Barranco,@chifaentiffanys @pochocardenas @Mister_kinetick JAJAJAJAJAJAJAJA,4,65,15.5,0,0
2018-09-21 22:42:15,107065,Lince,"#renzoreggiardo es ahora una tendencia en #Lima

https://t.co/RCli4E6ggo https://t.co/paJXayFn8h",8,96,9.666666666666666,2,0
2018-09-21 22:42:23,606,Santiago de Surco,@peru21noticias 👏🏻👏🏻👏🏻👏🏻,2,24,11.5,0,0
2018-09-21 22:42:22,12,Lima,@KimberlyLoaiza_ NO TE PONGAS ASI KIM ... HAZ OÍDOS SORDOS ... QUE LA ENVIDIA NO TE AFECTE ... 🤗😍 TODOS CONFIAMOS E… https://t.co/yNpHk16wJn,23,140,5.130434782608695,0,0
2018-09-21 22:42:37,1635163,Lima,Gracias ❤️,2,10,4.5,0,0
2018-09-21 22:42:40,826,Lince,Lo malo de Herrers es que es muy rockerillo y yo tsmbien pero me gusta entonar melodias del perreo y el las detesta.,23,116,4.086956521739131,0,0
2018-09-21 22:42:53,1119,Santiago de Surco,Dejen de mandarme fotos de comida mexicana challenge 🤧,9,54,5.111111111111111,0,0
2018-09-21 22:42:58,749,Miraflores,@ExpresoPeru Ahora sí preparen la celda les quedará chica,9,57,5.444444444444445,0,0
2018-09-21 22:43:21,0,Peru,@alice200023 El mio es bien mediano; creo que llega casi a 14; es algo grueso; tambien es algo que va con la estatu… https://t.co/TwLJ2no4TA,24,140,4.875,0,0
2018-09-21 22:43:21,133,San Borja,Solo que mínimo que cumplan sus 8 horas bien productivas! “Salita SIN” @LuzSalgado_R trabaja un día y ya le dio cal… https://t.co/89Vah7Hj47,22,140,5.409090909090909,0,1
2018-09-21 22:44:26,338,La Molina,"@CristhianRS @NetflixLAT Ayer, hoy y siempre, Intensamente pa llorar.",9,69,6.777777777777778,0,0
2018-09-21 22:44:30,1,Lima,Hay 2 palabras que te abren las puertas en esta vida:            - jale y empuje,26,80,3.6666666666666665,0,1
2018-09-21 22:44:39,66,San Martin de Porres,@edusaca @osiasrg @rosamariabartra @AlejandroToledo @Ollanta_HumalaT @NadineHeredia @ppkamigo @SusanaVillaran No fu… https://t.co/qzYAEzSRM1,11,140,11.818181818181818,0,0
2018-09-21 22:44:46,76,Santiago de Surco,@elsacasas Lo maximooooo,3,24,7.333333333333333,0,0
2018-09-21 22:44:51,828,San Miguel,"osea siiii, respetennnnn",3,24,7.333333333333333,0,0
2018-09-21 22:44:59,284,San Borja,"El día en qué mi trabajo interfiera con mi libido ese día renunció.

5 min después: ""Jefe me voy""",18,97,4.105263157894737,0,1
2018-09-21 22:45:23,21,San Borja,@HistoriaEnFotos Simplemente contempla lo tierno y majestuoso de la escena; a quién le importa como llegó ahí?,17,110,5.529411764705882,0,0
2018-09-21 22:45:32,749,Miraflores,@Lima_Cero Tenía bastante público q lo sigue fácil lo contratan en otra radio,13,77,5.0,0,0
2018-09-21 22:45:35,130,Barranco,"@JoseMartSN @MartinVizcarraC Tiene que compartir , 15 para PPK y 15 para el , si no lo vacan en una .",21,101,3.857142857142857,0,2
2018-09-21 22:45:37,0,Peru,@alice200023 Si preciosa.,3,25,7.666666666666667,0,0
2018-09-21 22:45:43,606,Lima,Interested in a #job in #Lima? This could be a great fit: https://t.co/UkMnBGxkvX #IT #Veterans #Hiring #CareerArc,17,114,5.764705882352941,6,0
2018-09-21 22:45:47,459,Barranco,"Bridge of Sighs in Barranco. credit @liveinlima 
•
Visit PERU! ➡ https://t.co/JS8GP4iP3Q
WhatsApp: +51 993502909
•… https://t.co/4xIXhU5OIK",14,139,7.176470588235294,0,1
2018-09-21 22:46:17,21,San Borja,@bao_raul Por ello Beingolea es el mejor😀😀😀,7,43,5.285714285714286,0,0
2018-09-21 22:46:20,149,Peru,@gerardolipe @peru21noticias Si durante 2 años no trabajaron sobre reformas electorales y ahora tienen que hacerlo… https://t.co/0kOzuddtkq,17,139,7.235294117647059,0,1
2018-09-21 22:46:24,749,Miraflores,@LorenaMeritano Fuerza!,2,23,11.0,0,0
2018-09-21 22:46:26,1823,Lima,El solcito hoy se pasó un poco. https://t.co/01lO6Bu0Y2,8,55,6.0,0,0
2018-09-21 22:46:27,1570,Los Olivos,Tiempo al tiempo,3,16,4.666666666666667,0,0
2018-09-21 22:46:29,1239,La Molina,@MetrodeQuito Los logotipo no se buscan. Se diseñan.,8,52,5.625,0,0
2018-09-21 22:46:43,359,San Borja,Alaaaaaa jajajajajajajajajajjajajajajaja 💩,3,42,13.333333333333334,0,0
2018-09-21 22:47:13,0,Peru,@alice200023 Esta que rica esta; quien es?,7,42,5.142857142857143,0,0
2018-09-21 22:47:24,133,San Borja,Y quien es ese sujeto? Recién ingreso al kongrezoo? Cuantos proyectos de ley ha presentado y cuantos han sido aprob… https://t.co/kJBC2dxAf2,21,140,5.714285714285714,0,0
2018-09-21 22:47:28,1075,Magdalena Vieja,No todos los piuranos hablamos mal tampoco y no dejamos de ser piuranos por hablar bien... Hablamos bien pero con u… https://t.co/J4q1g648rJ,22,140,5.409090909090909,0,0
2018-09-21 22:47:40,111,Villa Maria del Triunfo,"Ésto es la mano negra del gobierno y la izquierda caviar, asustado por la corrupción de los cuellos blancos,y Odebr… https://t.co/3H74gz6DwS",21,140,5.714285714285714,0,0
2018-09-21 22:47:40,15,Comas,"@monvalpa Te parece poco venga está. Colocha a BURLARSE. Que acá en PERÚ, NO HAY PERIODISTAS CAPACES, para ASUMIR d… https://t.co/8o5qZSVDtm",21,140,5.714285714285714,0,0
2018-09-21 22:47:47,1239,La Molina,@MetrodeQuito Los logotipos no se buscan. Se diseñan.,8,53,5.75,0,0
2018-09-21 22:47:49,161,Magdalena Vieja,@PedritoChamakO Si amioooo fui a hacer trabajo social a tu cerro uwu,12,68,4.75,0,0
2018-09-21 22:47:58,749,Miraflores,@jhdez808 @LorenaMeritano Tiene q ser medicado?,6,47,7.0,0,0
2018-09-21 22:47:58,2004,San isidro,@iriyamaanna1203 @_LikeOfficial Anita en q capítulo entras?,7,59,7.571428571428571,0,0
2018-09-21 22:48:09,0,Peru,@alice200023 Tambien la quiero uooff!,5,37,6.6,0,0
2018-09-21 22:48:18,1090,Los Olivos,"HOY #Viernes21, te espero en la #Inauguración de #MussaLounge by #Madame!. Lo mejor de la #Salsa todos los #Viernes… https://t.co/L8seM6HH66",20,140,6.05,6,0
2018-09-21 22:48:28,226,Surquillo,😱😱😱😱,1,4,4.0,0,0
2018-09-21 22:48:38,749,Miraflores,@peru21noticias Siempre haciéndonos los cholitos,5,48,8.8,0,0
2018-09-21 22:48:45,149,Peru,"@CCReivaj @gerardolipe @peru21noticias Viendo estos sueldos, Phillip Butters era explotado por Toñito, 8 años a 18,… https://t.co/cAS1BL9X6K",17,140,7.294117647058823,0,1
2018-09-21 22:48:49,606,Santiago de Surco,@WaykaPeru @heduardo50 @hectorbecerrilr #NuncaMas,4,49,11.5,1,0
2018-09-21 22:49:07,112,Santiago de Surco,"Hoy iba a escribirle, luego leí y no lo hice.",10,45,3.6,0,0
2018-09-21 22:49:52,133,San Borja,Uhmmm ya saldrá felipillo Mantequilla a decir que no lo despidieron! Solo se resolvió el contrato! 😂,17,100,4.9411764705882355,0,0
2018-09-21 22:49:53,1,Lima,AEA,1,3,3.0,0,0
2018-09-21 22:49:56,130,Barranco,@BrunoPinasco @PRamonSuarez @MartinVizcarraC Aun así no te vas a casar en la catedral de Lima ni en municipalidad d… https://t.co/80AtCpEwT1,20,140,6.05,0,0
2018-09-21 22:50:41,599,Ate,@Ricardo10y9 Jajajajaja a la uruguashaaaa,5,41,7.4,0,0
2018-09-21 22:50:44,749,Miraflores,@aaronsalomong Buena Mulder! jaaa,4,33,7.5,0,0
2018-09-21 22:51:04,1420,Ate,#UnidosContraElFriaje. Juntos podemos hacer más. 👏🏻👏🏻 @YTSF_sep_org @aeaperu @BolivarPeru,9,89,9.0,1,0
2018-09-21 22:51:08,1013,Magdalena del Mar,@BonattiDi No te das cuenta que la policía no kiere cuidar para tirarse esa plata de los operativos.,18,100,4.611111111111111,0,0
2018-09-21 22:51:26,385,Barranco,#Lima #sunset en CALA Restaurante &amp; Lounge https://t.co/dVjLwHFIqK,8,70,7.875,2,0
2018-09-21 22:51:28,96,Lima,Inspired by loving what I do 🙏🏼 #inspiredbylove #thankful #yoga #yogaeverydamnday #yogaeverywhere #yogaathome… https://t.co/fuIw4P1buX,14,134,8.642857142857142,6,0
2018-09-21 22:51:42,237,Ate,Working ⏰ en Molina Ate Lima https://t.co/XxpuWACurV,7,52,6.571428571428571,0,0
2018-09-21 22:51:44,985,San isidro,"@ESisifo @LasMenades Lo que pasa es que esta colocha piensa en “inglés”, hay que entenderla",15,91,5.133333333333334,0,0
2018-09-21 22:51:49,606,Santiago de Surco,@JorgeAlvarezCa Es su nieta!,4,28,6.25,0,0
2018-09-21 22:51:56,630,Lima,@kikesitov67 @RPPNoticias Si.,3,29,9.0,0,0
2018-09-21 22:51:58,590,Santa Anita,@Giancarlos_MM Graciela batería🤙,3,32,10.0,0,0
2018-09-21 22:52:05,87634,Peru,El programa #Trabaja Perú del @MTPE_Peru propicia que más mujeres sostengan económicamente a sus familias y mejoren… https://t.co/4gHJx2K6oi,18,140,6.833333333333333,1,0
2018-09-21 22:52:11,1339,La Molina,"Razones para ser #Feliz

#AlianzaLima Ganó goleó y gustó
#Lemos volvió a anotar
Botaron a #PhillipButters de Exitos… https://t.co/CFPV8QxIL9",16,140,6.368421052631579,4,0
2018-09-21 22:52:12,31,San Luis,@LeylaChihuan Que elegancia.,3,28,8.666666666666666,0,0
2018-09-21 22:52:35,133,San Borja,Lo peor es que esos mediocres consideran que una corrección del uso del lenguaje es participar en política! 🤬,19,109,4.7894736842105265,0,0
2018-09-21 22:52:36,93,San Martin de Porres,Definitivamente fue TODO culpa mía. Aceptación =relajación,7,58,7.428571428571429,0,0
2018-09-21 22:52:48,3603,Santiago de Surco,"#Luto Dios y la Virgen le den resignación a toda la Familia del ex - jinete Mario Sánchez. A sus hijos, esposa y ni… https://t.co/jxLuvDz3RH",25,140,4.64,1,0
2018-09-21 22:52:55,46,Miraflores,Habla un grande... Felicidades Argentina!!! @stephanomi35,6,57,8.666666666666666,0,0
2018-09-21 22:53:01,1339,La Molina,"-Y la prensa de tu país es seria?
*Pues...",8,42,3.7777777777777777,0,0
2018-09-21 22:53:47,454,San Borja,@DiegoSotomayor7 @sportboys @RealGarcilaso No se sorprendan si un San Martín vs Comerciantes Unidos lo pongan “ Alt… https://t.co/lPHIsnClfP,18,140,6.833333333333333,0,0
2018-09-21 22:53:46,319044,Peru,"21 Set. I Día Mundial del #Alzheimer
En el Perú se estima que 200 mil personas padecen de esta enfermedad. ¡Acuérda… https://t.co/dP2RvSR8Ai",21,140,5.409090909090909,1,2
2018-09-21 22:53:49,510,San Borja,Como me gustaría que la Javier Prado tuviera una cuenta en Twitter pa putearlo todos los días,17,93,4.529411764705882,0,0
2018-09-21 22:53:53,314,Peru,@mssalinger Cuánta verdad... https://t.co/u5CmuLtj3c,4,52,12.25,0,0
2018-09-21 22:53:58,1339,La Molina,"@batidodeleche_ Ja ja ja, prueba estornudar después de una cirugía de hernia inguinal... Sí, se me descocio un punto",19,116,5.157894736842105,0,0
2018-09-21 22:54:24,338,La Molina,@rmapalacios Sí. La nueva Ley Universitaria reestablece el crédito tributario a la reinversión en el sector educati… https://t.co/MNQ2IGiFQu,18,140,6.833333333333333,0,0
2018-09-21 22:54:55,1339,La Molina,"Pensaria que es @LobitoAllcca14 Pero no, no es",8,46,4.875,0,0
2018-09-21 22:54:55,39,La victoria,"“ El rasho”, siempre juega pa Alianza 🤣🤣",8,40,4.125,0,0
2018-09-21 22:55:17,323,Rimac,"@RenafamAbogados !Ya era hora!
Los zurdos no pueden hacer plantones como los hace #CMHNTM 
#GobiernoAntifamilia",14,111,6.4,2,0
2018-09-21 22:55:23,1090,Independencia,"Y este #Sábado22, te espero para celebrar la llegada de la #Primavera con nuestra temática: #HolaPrimavera by… https://t.co/OovesOO3OE",18,134,6.5,3,0
2018-09-21 22:55:34,133,San Borja,De donde salen estos zombies mentales?,6,38,5.5,0,0
2018-09-21 22:55:35,1187,Barranco,"Esta ciudad y sus sorpresas #Lima #Atardecer🌅 #Sunset 5:55pm en Barranco, Lima, Peru https://t.co/xu3OG3oOU0",14,108,6.785714285714286,3,0
2018-09-21 22:55:37,306,Miraflores,@_KC20_ @mari_20am,2,18,8.5,0,0
2018-09-21 22:55:55,81,La Molina,"@LidiaMaraValdi2 KIARA GERALDINE 1) se es cogio a dedo quienes iban a competir para mejor combatiente,de manera q S… https://t.co/OKB7A9ZDIx",20,140,6.05,0,0
2018-09-21 22:55:58,31,San Luis,@canalN_ Así es pero permitirá oxigenar el congreso de algunos eternos congresistas que poco o nada aportan @tuesta,18,115,5.444444444444445,0,0
2018-09-21 22:56:06,224,Miraflores,JAJAJAJAJAJAJA LIT ASI ESTOY PERO EN SOLES,7,42,5.142857142857143,0,0
2018-09-21 22:56:23,52,Santiago de Surco,@EugenioDerbez @alexrosaldo Muy lindo ❤️,5,40,7.2,0,0
2018-09-21 22:56:29,66,Los Olivos,@fanysotoh @FernandoArmasCa @Phill_Butters A parte de los seguidores de Santana y cuánto machista haya serán los únicos q lo extrañen,20,133,5.7,0,0
2018-09-21 22:56:34,149,Peru,"@kikesitov67 @RPPNoticias Tiene razón en parte, los congresistas de la 3ra. edad no deberían trabajar mas de las 5… https://t.co/jaAI7OiYAc",20,139,6.0,0,0
2018-09-21 22:56:41,604,Barranco,"Idiotez la llaman!! 
😜",4,22,4.5,0,0
2018-09-21 22:57:02,66,Los Olivos,@alejandro250520 @FernandoArmasCa @Phill_Butters @KikeBravoPrado Si q te traumaron de niño,10,90,8.1,0,0
2018-09-21 22:57:02,497,Magdalena Vieja,"Cuando tu hobby es no asumir la responsabilidad de tu voto...
¿Está persona en serio es líder de opinión?",18,105,4.578947368421052,0,0
2018-09-21 22:57:08,222,Santiago de Surco,La barba a nivel: vello púbico me tiene loco! Es hora de afeitarse,13,66,4.153846153846154,0,0
2018-09-21 22:57:28,82,San Miguel,"@eldesmarqueperu @TuFPF @Universitario No es novedad, ya sabemos que estamos solos en esto.",13,91,6.076923076923077,0,0
2018-09-21 22:57:48,314,Peru,@pitucos_txt @mssalinger Algo me dice que tarjetas similares circularon para cierto evento que tomó lugar en la noc… https://t.co/IBgy3jsdQ6,19,140,6.421052631578948,0,0
2018-09-21 22:58:05,497,Magdalena Vieja,"@claudiacisneros Asume la responsabilidad de tu voto, ya estás vieja para echarle la culpa a los demás",17,102,5.0588235294117645,0,0
2018-09-21 22:58:08,3,Jesús Maria,"@larepublica_pe Bartra.
Un Golpe es el que te va 
Caer por Estar Hablando
Estupideces.
Tu Y todos los congresistas.… https://t.co/Lv9E86LPnx",17,140,6.0,0,0
2018-09-21 22:58:10,185,Lima,"#Cumpleaños #quimsa 😜👏🍰🎈 en Lima, Peru https://t.co/IysfJiWqaN",7,62,8.0,2,0
2018-09-21 22:58:13,3658,San Martin de Porres,Cuando llega el Uber y bajas de tu cerro con estilo. https://t.co/IclFnWNirB,12,76,5.416666666666667,0,0
2018-09-21 22:58:20,946,Miraflores,"I'm at Estación Ricardo Palma - @MetropolitanoPt in Miraflores, Lima https://t.co/y86vlzzT5T",11,92,7.454545454545454,0,0
2018-09-21 22:58:30,17319,Santiago de Surco,@Arrested_Word Marico me escribe para preguntarme por él. (?),9,61,5.888888888888889,0,0
2018-09-21 22:58:35,224,Miraflores,Estoy sentada en kennedy y acabo de tener un flashback super random y cague de risa,16,83,4.25,0,0
2018-09-21 22:58:45,1016,La victoria,Casi todo setiembre creo que me la he pasado en la clínica csm. Ya no quiero venir más. 😭,19,89,3.736842105263158,0,0
2018-09-21 22:58:53,575,Jesús Maria,"@KhiaraCabrera Nooo, yo te quiero❤ no te vayas",8,46,4.875,0,0
2018-09-21 22:58:54,211,La victoria,"@oliverdog Q lindo, que riesgo, 😚😚😍😍😍",6,37,5.333333333333333,0,0
2018-09-21 22:59:17,323,Rimac,"Dejemos de seguir en redes sociales a los medios que esconden la verdad.
#GoodByeRadioExitosa",13,93,5.714285714285714,1,0
2018-09-21 22:59:22,17319,Santiago de Surco,@RamonJMiquilena Aprendió a usar WhatsApp para hablar con el jajaja.,10,68,5.9,0,0
2018-09-21 22:59:28,3,Puente Piedra,"Acaba de publicar una foto en Puente Piedra, Lima, Peru https://t.co/Rzo5YMYD3U",11,79,6.2727272727272725,0,0
2018-09-21 22:59:38,224,Miraflores,“Nou te preoucupes” xddddd,4,26,5.75,0,0
2018-09-21 22:59:55,9,Lima,Cuando voy viendo bultos de los machos en la calle https://t.co/cHpJSVgdp0,11,74,5.818181818181818,0,0
2018-09-21 22:59:56,224,Miraflores,Por culpa de Abi parezco una gil plantada jajajaja,9,50,4.666666666666667,0,0
2018-09-21 23:00:03,480,Surquillo,"18:00:02,WS2080
Wind:90°at0.0km/h Gust:9.7km/h,
T:17.1°C/DP:14.6°C,
HeatIndex:17.1°C,
1012.5:Hpa,
PP:0.0mm,
Hum:85%
#Weathercloud",2,129,13.444444444444445,1,0
